1420.1,18.9
1126,70.8
2708,20
1024.5,81.8
103.3,2
1079.7,20
1782.4,21.7
229.4,4.2
559,6.5
2704.8,37.6
1161.6,24.5
403.9,16.7
1211.6,24.7
1116.1,15.7
1824.6,19.9
1039.7,22.9
2163.4,20.4
1788.9,19.2
1445.4,49.4
1199.5,17.2
631,14.3
1000.2,25.2
1792.2,14.1
239.3,4.8
1061.8,191.4
1099,62.4
572.4,32.5
1450.3,40.4
1102.7,22.2
1069.1,26.5
1079.3,22
2647.8,52.7
1777.3,51.2
1075.6,30.7
988,19.3
1568.2,20.6
1158.8,21.6
1420.2,20.3
1207,77.9
1447.4,29.4
1452.5,40.7
1420.1,18.9
1999.6,18.6
1074.7,21.2
1088.9,51.2
2807.8,11.5
1131.4,62.2
451.5,8
372.3,7.2
1681.3,19.1
2509.6,37.9
1766.5,21.7
1014.3,57.9
1069.9,101.8
1274.6,21.4
1199.2,52.2
1502.8,20.9
1072.4,16.8
1018.4,65.3
1025.6,21.6
1010.7,27.4
1463.9,37.4
981,20.3
105,1.2
1674.5,38.2
1213.7,20.5
2704.8,16.1
403.5,22.3
1086.1,132.6
2716.8,60.3
1051,18.4
2671.4,19.2
1144.9,23.9
241.8,11
103.3,2
1110.4,33.2
1721.1,18.1
980,21.3
1628.3,20.5
1408.1,21.8
1124.1,65.2
1098.9,46.3
993.3,57.1
1961.2,75.1
1805.8,17
2987.6,46.5
338.7,3.9
1109,33.7
2691,49.1
1108.6,15
961.8,42.4
1086.6,151.1
435.4,7.5
448.4,7.9
540.9,8.1
1442.6,84.4
1048.1,27.6
1415.5,79.7
315.1,13.7
2972.7,16.1
2609.6,47.4
1740.4,35.4
256.7,5.8
1858.6,17.3
986.4,20.7
1062.9,21
166.9,15.3
1060.2,30.2
271.5,15.2
1130.1,90.3
256.2,4.1
1482.4,19.6
1122.5,16.1
1014.6,51.7
1845.5,19.2
971.3,27.9
340.9,7.2
1677.9,20.8
1218.4,20.5
1096.1,20.7
2620.7,28.5
1119.3,18.4
1635.3,37.5
1624.8,26
1090.7,58
418.1,21.8
2067.7,67.5
1158.8,21.6
1377,39
1127.2,23.6
1451.7,19.9
1805.8,17
991.3,51.9
179.6,7.5
399.5,8
95.6,7
2684.2,13.9
1129.2,135.2
1221.2,54.8
2524.6,41.9
1427.6,66.5
2762.1,16.6
1006.7,22.7
396.1,6.9
548.2,17
1020.5,22.9
1895.3,16.2
1829.7,20.2
899.4,18.4
1119.8,99.7
1060.9,23.2
1883.6,21
1417.5,69.5
1748,27.3
1433.3,20
1477.7,85
1126.5,20.6
1018.6,19.2
1039,23.5
525.5,27.4
978.1,27.3
714,17.1
1478.5,17.2
2792.2,24.8
274.7,11.8
1047.1,59.1
2166.7,24.1
1108.9,40.5
533,29.4
1070.6,22.3
1765.4,27.7
1761.2,14.3
1106.2,30.5
169.9,4.2
188.9,15.6
1426.5,20.3
1061.9,29.7
2017.1,23.4
589.3,9.3
2084.5,55.7
1068.6,22.3
1722.3,20.9
1433.6,71.4
521,7
1043.6,68.8
599.8,15.3
1316.3,20.4
1008.5,23.3
524.1,9.8
1479.1,40.6
425.5,9.1
1028.1,18.9
1082.2,19.6
1008.7,21.9
1495.2,20.6
2992.3,50.9
1422.9,75.9
999.9,20.3
256.3,8
2850.3,17
1453.9,41
993.5,22.3
2911.8,28
1206.2,17.1
1345,27.7
545.4,9.3
1075.8,22.8
1178.7,23.2
1068.7,52.5
259.3,5.6
232,4.7
1017,78.5
1054.6,42.1
295.8,10.2
1210.5,16.4
236.1,3.6
1502.2,18.5
1070.6,16.8
1948.5,14.1
1054.8,40.4
935.5,16.8
608.7,10.4
1427.3,14.6
1407.1,15.5
1065.5,20.3
347.4,12.6
2380.3,18.1
992.6,21.1
441.8,8.2
278.1,5.6
1090.4,17.5
1061.8,22.2
1697.2,18.9
991.8,21
1471.8,16.6
424.9,19.7
1485.7,30.9
1474.4,33.8
261.3,18.8
258.2,8.7
435.5,16
1448.6,41.2
2091.3,21.6
1114.3,95.8
405.3,13.1
1146.6,22.1
1146.6,22.1
1152.9,103.4
2669.6,17.5
985.2,19.8
1096.3,22.2
1226.4,53.8
1859.9,59.1
1799.8,46.9
1079.5,20.8
2713.9,49.1
1407.7,57.2
276.5,13.4
1096.1,20.7
1121.6,89.7
1347.1,42.5
2678.3,20.2
327.7,6.9
1757.5,21.6
225.1,3.7
1033.5,22.1
1466.2,63.1
1172.1,19.7
1410.8,79.8
1096,85.3
516.8,34.5
1013.4,25.5
1159.9,37.8
1838.4,95.3
996.4,17.1
246.1,16.4
1145.5,19.3
1165.5,146.7
1117.2,115.2
267.8,5.3
655.3,17.5
1186,24
1797.7,62.6
1075.7,28
1048.4,78.9
996.6,18.1
1226.5,33.9
1148.1,43.9
607.5,10.5
1088.9,51.2
269.7,8
1183.6,21.3
1172.5,19.1
1063,56
2850.3,17
1830.1,19.9
545.6,20.8
1748.9,70.3
326.6,12.6
1296,21
